Order23	POAexemptCode	Description
73621	T25.099S	"Burn of unspecified degree of multiple sites of unspecified ankle and foot, sequela"
73626	T25.111D	"Burn of first degree of right ankle, subsequent encounter"
73627	T25.111S	"Burn of first degree of right ankle, sequela"
73630	T25.112D	"Burn of first degree of left ankle, subsequent encounter"
73631	T25.112S	"Burn of first degree of left ankle, sequela"
73634	T25.119D	"Burn of first degree of unspecified ankle, subsequent encounter"
73635	T25.119S	"Burn of first degree of unspecified ankle, sequela"
73639	T25.121D	"Burn of first degree of right foot, subsequent encounter"
73640	T25.121S	"Burn of first degree of right foot, sequela"
73643	T25.122D	"Burn of first degree of left foot, subsequent encounter"
73644	T25.122S	"Burn of first degree of left foot, sequela"
73647	T25.129D	"Burn of first degree of unspecified foot, subsequent encounter"
73648	T25.129S	"Burn of first degree of unspecified foot, sequela"
73652	T25.131D	"Burn of first degree of right toe(s) (nail), subsequent encounter"
73653	T25.131S	"Burn of first degree of right toe(s) (nail), sequela"
73656	T25.132D	"Burn of first degree of left toe(s) (nail), subsequent encounter"
73657	T25.132S	"Burn of first degree of left toe(s) (nail), sequela"
73660	T25.139D	"Burn of first degree of unspecified toe(s) (nail), subsequent encounter"
73661	T25.139S	"Burn of first degree of unspecified toe(s) (nail), sequela"
73665	T25.191D	"Burn of first degree of multiple sites of right ankle and foot, subsequent encounter"
73666	T25.191S	"Burn of first degree of multiple sites of right ankle and foot, sequela"
73669	T25.192D	"Burn of first degree of multiple sites of left ankle and foot, subsequent encounter"
73670	T25.192S	"Burn of first degree of multiple sites of left ankle and foot, sequela"
73673	T25.199D	"Burn of first degree of multiple sites of unspecified ankle and foot, subsequent encounter"
73674	T25.199S	"Burn of first degree of multiple sites of unspecified ankle and foot, sequela"
73679	T25.211D	"Burn of second degree of right ankle, subsequent encounter"
73680	T25.211S	"Burn of second degree of right ankle, sequela"
73683	T25.212D	"Burn of second degree of left ankle, subsequent encounter"
73684	T25.212S	"Burn of second degree of left ankle, sequela"
73687	T25.219D	"Burn of second degree of unspecified ankle, subsequent encounter"
73688	T25.219S	"Burn of second degree of unspecified ankle, sequela"
73692	T25.221D	"Burn of second degree of right foot, subsequent encounter"
73693	T25.221S	"Burn of second degree of right foot, sequela"
73696	T25.222D	"Burn of second degree of left foot, subsequent encounter"
73697	T25.222S	"Burn of second degree of left foot, sequela"
73700	T25.229D	"Burn of second degree of unspecified foot, subsequent encounter"
73701	T25.229S	"Burn of second degree of unspecified foot, sequela"
73705	T25.231D	"Burn of second degree of right toe(s) (nail), subsequent encounter"
73706	T25.231S	"Burn of second degree of right toe(s) (nail), sequela"
73709	T25.232D	"Burn of second degree of left toe(s) (nail), subsequent encounter"
73710	T25.232S	"Burn of second degree of left toe(s) (nail), sequela"
73713	T25.239D	"Burn of second degree of unspecified toe(s) (nail), subsequent encounter"
73714	T25.239S	"Burn of second degree of unspecified toe(s) (nail), sequela"
73718	T25.291D	"Burn of second degree of multiple sites of right ankle and foot, subsequent encounter"
73719	T25.291S	"Burn of second degree of multiple sites of right ankle and foot, sequela"
73722	T25.292D	"Burn of second degree of multiple sites of left ankle and foot, subsequent encounter"
73723	T25.292S	"Burn of second degree of multiple sites of left ankle and foot, sequela"
73726	T25.299D	"Burn of second degree of multiple sites of unspecified ankle and foot, subsequent encounter"
73727	T25.299S	"Burn of second degree of multiple sites of unspecified ankle and foot, sequela"
73732	T25.311D	"Burn of third degree of right ankle, subsequent encounter"
73733	T25.311S	"Burn of third degree of right ankle, sequela"
73736	T25.312D	"Burn of third degree of left ankle, subsequent encounter"
73737	T25.312S	"Burn of third degree of left ankle, sequela"
73740	T25.319D	"Burn of third degree of unspecified ankle, subsequent encounter"
73741	T25.319S	"Burn of third degree of unspecified ankle, sequela"
73745	T25.321D	"Burn of third degree of right foot, subsequent encounter"
73746	T25.321S	"Burn of third degree of right foot, sequela"
73749	T25.322D	"Burn of third degree of left foot, subsequent encounter"
73750	T25.322S	"Burn of third degree of left foot, sequela"
73753	T25.329D	"Burn of third degree of unspecified foot, subsequent encounter"
73754	T25.329S	"Burn of third degree of unspecified foot, sequela"
73758	T25.331D	"Burn of third degree of right toe(s) (nail), subsequent encounter"
73759	T25.331S	"Burn of third degree of right toe(s) (nail), sequela"
73762	T25.332D	"Burn of third degree of left toe(s) (nail), subsequent encounter"
73763	T25.332S	"Burn of third degree of left toe(s) (nail), sequela"
73766	T25.339D	"Burn of third degree of unspecified toe(s) (nail), subsequent encounter"
73767	T25.339S	"Burn of third degree of unspecified toe(s) (nail), sequela"
73771	T25.391D	"Burn of third degree of multiple sites of right ankle and foot, subsequent encounter"
73772	T25.391S	"Burn of third degree of multiple sites of right ankle and foot, sequela"
73775	T25.392D	"Burn of third degree of multiple sites of left ankle and foot, subsequent encounter"
73776	T25.392S	"Burn of third degree of multiple sites of left ankle and foot, sequela"
73779	T25.399D	"Burn of third degree of multiple sites of unspecified ankle and foot, subsequent encounter"
73780	T25.399S	"Burn of third degree of multiple sites of unspecified ankle and foot, sequela"
73785	T25.411D	"Corrosion of unspecified degree of right ankle, subsequent encounter"
73786	T25.411S	"Corrosion of unspecified degree of right ankle, sequela"
73789	T25.412D	"Corrosion of unspecified degree of left ankle, subsequent encounter"
73790	T25.412S	"Corrosion of unspecified degree of left ankle, sequela"
73793	T25.419D	"Corrosion of unspecified degree of unspecified ankle, subsequent encounter"
73794	T25.419S	"Corrosion of unspecified degree of unspecified ankle, sequela"
73798	T25.421D	"Corrosion of unspecified degree of right foot, subsequent encounter"
73799	T25.421S	"Corrosion of unspecified degree of right foot, sequela"
73802	T25.422D	"Corrosion of unspecified degree of left foot, subsequent encounter"
73803	T25.422S	"Corrosion of unspecified degree of left foot, sequela"
73806	T25.429D	"Corrosion of unspecified degree of unspecified foot, subsequent encounter"
73807	T25.429S	"Corrosion of unspecified degree of unspecified foot, sequela"
73811	T25.431D	"Corrosion of unspecified degree of right toe(s) (nail), subsequent encounter"
73812	T25.431S	"Corrosion of unspecified degree of right toe(s) (nail), sequela"
73815	T25.432D	"Corrosion of unspecified degree of left toe(s) (nail), subsequent encounter"
73816	T25.432S	"Corrosion of unspecified degree of left toe(s) (nail), sequela"
73819	T25.439D	"Corrosion of unspecified degree of unspecified toe(s) (nail), subsequent encounter"
73820	T25.439S	"Corrosion of unspecified degree of unspecified toe(s) (nail), sequela"
73824	T25.491D	"Corrosion of unspecified degree of multiple sites of right ankle and foot, subsequent encounter"
73825	T25.491S	"Corrosion of unspecified degree of multiple sites of right ankle and foot, sequela"
73828	T25.492D	"Corrosion of unspecified degree of multiple sites of left ankle and foot, subsequent encounter"
73829	T25.492S	"Corrosion of unspecified degree of multiple sites of left ankle and foot, sequela"
73832	T25.499D	"Corrosion of unspecified degree of multiple sites of unspecified ankle and foot, subsequent encounter"
73833	T25.499S	"Corrosion of unspecified degree of multiple sites of unspecified ankle and foot, sequela"
73838	T25.511D	"Corrosion of first degree of right ankle, subsequent encounter"
73839	T25.511S	"Corrosion of first degree of right ankle, sequela"
73842	T25.512D	"Corrosion of first degree of left ankle, subsequent encounter"
73843	T25.512S	"Corrosion of first degree of left ankle, sequela"
73846	T25.519D	"Corrosion of first degree of unspecified ankle, subsequent encounter"
73847	T25.519S	"Corrosion of first degree of unspecified ankle, sequela"
73851	T25.521D	"Corrosion of first degree of right foot, subsequent encounter"
73852	T25.521S	"Corrosion of first degree of right foot, sequela"
73855	T25.522D	"Corrosion of first degree of left foot, subsequent encounter"
73856	T25.522S	"Corrosion of first degree of left foot, sequela"
73859	T25.529D	"Corrosion of first degree of unspecified foot, subsequent encounter"
73860	T25.529S	"Corrosion of first degree of unspecified foot, sequela"
73864	T25.531D	"Corrosion of first degree of right toe(s) (nail), subsequent encounter"
73865	T25.531S	"Corrosion of first degree of right toe(s) (nail), sequela"
73868	T25.532D	"Corrosion of first degree of left toe(s) (nail), subsequent encounter"
73869	T25.532S	"Corrosion of first degree of left toe(s) (nail), sequela"
73872	T25.539D	"Corrosion of first degree of unspecified toe(s) (nail), subsequent encounter"
73873	T25.539S	"Corrosion of first degree of unspecified toe(s) (nail), sequela"
73877	T25.591D	"Corrosion of first degree of multiple sites of right ankle and foot, subsequent encounter"
73878	T25.591S	"Corrosion of first degree of multiple sites of right ankle and foot, sequela"
73881	T25.592D	"Corrosion of first degree of multiple sites of left ankle and foot, subsequent encounter"
73882	T25.592S	"Corrosion of first degree of multiple sites of left ankle and foot, sequela"
73885	T25.599D	"Corrosion of first degree of multiple sites of unspecified ankle and foot, subsequent encounter"
73886	T25.599S	"Corrosion of first degree of multiple sites of unspecified ankle and foot, sequela"
73891	T25.611D	"Corrosion of second degree of right ankle, subsequent encounter"
73892	T25.611S	"Corrosion of second degree of right ankle, sequela"
73895	T25.612D	"Corrosion of second degree of left ankle, subsequent encounter"
73896	T25.612S	"Corrosion of second degree of left ankle, sequela"
73899	T25.619D	"Corrosion of second degree of unspecified ankle, subsequent encounter"
73900	T25.619S	"Corrosion of second degree of unspecified ankle, sequela"
73904	T25.621D	"Corrosion of second degree of right foot, subsequent encounter"
73905	T25.621S	"Corrosion of second degree of right foot, sequela"
73908	T25.622D	"Corrosion of second degree of left foot, subsequent encounter"
73909	T25.622S	"Corrosion of second degree of left foot, sequela"
73912	T25.629D	"Corrosion of second degree of unspecified foot, subsequent encounter"
73913	T25.629S	"Corrosion of second degree of unspecified foot, sequela"
